smiles,pLogS
CCc1nc2[nH]ncc2c(=O)[nH]1,8.303086411659685
Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCNCC4)nc3)cc3c2C(C)CN3C2CCOCC2)c(=O)[nH]1,4.1249387366083
COCc1cc(-c2nnc3c4ccccc4c(OCc4ccc(C(=O)N5CCCC5)cn4)nn23)no1,10.1849881617262
CCCCCNC(=O)C[C@H](NS(=O)(=O)c1ccc(C)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)c1nnc(-c2ccccc2)o1,4.88605664769316
C=Cc1cc([C@H](NC(=O)NC(C)(C)C)C(=O)Nc2cccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1,4.50863830616573
CCC(C(=O)N[C@H]1CC(=O)OC1O)n1c(=O)c(NC(=O)c2ccc(Nc3ccc4ccccc4c3)cc2C)cn(C(C)C)c1=O,4.39794000867204
COC(=O)c1c(NC(=O)c2ccco2)sc2c1CCCC2,4.60205999132796
COCCN(C)Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)ns1,11.638472284195
COc1ccc2[nH]c(C(=O)N3CC(=O)N(Cc4ccccc4)[C@@H](CN4CCN(C(=O)c5ccccc5)CC4)C3)cc2c1,4.12901118623942
CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)CC4)c(F)cn2)C1,3.79588001734408
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)c(F)cc1C1CC1,5.15490195998574
CC(C)CCc1cc(=O)n2nc(NCc3ccc(Cl)cc3)c(C#N)c2[nH]1,9.69296201115005
CS(=O)(=O)N1CCC(NC(=O)Nc2ccc(C(F)(F)F)cc2)CC1,11.7366592711318
CNc1ccc(-c2cc(=O)oc3ccc(OC)cc23)cc1,4.39794000867204
Cc1nn(C)c(C)c1Cc1nnc(-c2sc3ccccc3c2OC2CCNCC2)o1,8.09540628661199
Cc1cccc(CNC(=O)c2cc(C)n(-c3ccccc3C(F)(F)F)c2C)c1,3.30102999566398
CC1=CC(=O)C(N(C)C)=CC1=O,7.29782152306276
COc1cc(C(F)(F)F)nc2ccc(C)c(N)c12,3.35066514128786
CCS(=O)(=O)N1[C@H]2CCC[C@@H]1C[C@@H](N(C)c1nc(Nc3cc(C)[nH]n3)cc(OC3COC3)n1)C2,5.0
COc1ccc(C(C)(C)C)cc1NC(=O)c1cc(C)n(-c2ccccc2C(F)(F)F)c1C,3.30102999566398
COCCN1C(=O)c2cc(-c3nc(Nc4ccnn4C)ncc3C)[nH]c2C[C@@H]1C,3.0
CCCCCCCCNC(=O)NC1CC2CCC1(C)C2(C)C,3.90308998699194
COC(=O)c1ccc(Oc2ccc3[nH]c(CSc4ccnc(C(F)(F)F)c4)nc3c2)cc1,5.0
O=C(CCN1CCOCC1)Nc1ccc2c(-c3cc(F)ccc3O)ccnc2c1O,8.43244835656785
CC(=O)Nc1nc(C)c(-c2cc3c(c(NS(=O)(=O)C4CC4)n2)C(=O)N([C@@H](C)C2CC2)C3)s1,4.08092190762393
CC(C)c1nc(CN(C(=O)NCCC(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C2CC2)cs1,10.9324061122926
NC(=O)CNC(=O)[C@@H]1CCCN1Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)ns1,10.5374354037407
CN(C)C(=O)Cc1nn(-c2ccc(OCCCF)cc2)c(=O)c2c1c1ccc(Cl)cc1n2C,11.6729508242333
COc1cccc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C)cc3)c2n1,5.0
CCCCS(=O)(=O)Nc1ccc2[nH]nc(C)c2c1,4.11463876272112
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,5.0
Cc1ccc(C2CC(C(F)(F)F)n3ncc(C(=O)NCc4ccc5c(c4)OCO5)c3N2)cc1,4.88605664769316
